TS,RxID,RSSI,SNR
0,1,-105.3,6
1257,2,-105.3,5
2514,3,-105.3,5
3771,4,-104.2,6
5028,5,-105.3,6
6285,6,-105.3,6
7542,7,-104.2,6
8799,8,-104.2,6
10056,9,-105.3,6
11313,10,-105.3,6
12570,11,-104.2,6
13827,12,-104.2,6
15084,13,-105.3,6
16341,14,-105.3,5
17598,15,-104.2,6
18855,16,-104.2,6
20112,17,-105.3,6
21369,18,-105.3,5
22626,19,-104.2,6
23883,20,-104.2,6
25140,21,-105.3,5
26397,22,-105.3,6
27654,23,-104.2,5
28911,24,-104.2,6
30168,25,-105.3,6
31425,26,-105.3,6
32682,27,-104.2,5
33939,28,-104.2,6
35196,29,-106.4,5
36453,30,-105.3,6
37710,31,-104.2,6
38967,32,-104.2,6
40224,33,-105.3,6
41481,34,-105.3,6
42738,35,-104.2,5
43995,36,-104.2,6
45252,37,-105.3,6
46509,38,-105.3,5
47766,39,-105.3,5
49023,40,-104.2,6
50280,41,-104.2,5
51537,42,-104.2,6
52794,43,-104.2,6
54051,44,-104.2,5
55308,45,-104.2,6
56565,46,-104.2,6
57822,47,-104.2,6
59079,48,-104.2,6
60336,49,-104.2,5
61593,50,-104.2,6
62850,51,-104.2,6
64107,52,-104.2,6
65364,53,-105.3,6
66621,54,-105.3,5
67878,55,-105.3,5
69135,56,-104.2,5
70392,57,-104.2,5
71649,58,-105.3,5
72906,59,-105.3,5
74162,60,-105.3,5
75420,61,-104.2,5
76677,62,-104.2,5
77934,63,-105.3,5
79191,64,-104.2,6
80447,65,-104.2,6
81705,66,-105.3,6
82962,67,-105.3,6
84218,68,-105.3,6
85475,69,-104.2,5
86733,70,-104.2,6
87990,71,-105.3,5
89246,72,-104.2,6
90503,73,-104.2,5
91761,74,-104.2,5
93018,75,-105.3,5
94274,76,-105.3,6
95531,77,-105.3,5
96789,78,-104.2,6
98045,79,-105.3,6
99302,80,-105.3,6
100559,81,-104.2,5
101816,82,-104.2,6
103073,83,-105.3,6
104330,84,-105.3,6
105587,85,-104.2,5
106844,86,-105.3,5
108101,87,-105.3,5
109358,88,-106.4,5
110615,89,-105.3,5
111872,90,-105.3,5
113129,91,-105.3,5
114386,92,-105.3,5
115643,93,-105.3,5
116900,94,-104.2,5
118157,95,-105.3,6
119414,96,-106.4,5
120671,97,-104.2,6
121928,98,-104.2,5
123185,99,-105.3,5
124442,100,-105.3,5
125699,101,-104.2,5
126956,102,-105.3,5
128213,103,-106.4,5
129470,104,-106.4,5
130727,105,-105.3,5
131984,106,-105.3,5
133241,107,-105.3,5
134498,108,-105.3,5
135755,109,-105.3,5
137012,110,-105.3,5
138269,111,-105.3,5
139526,112,-105.3,5
140783,113,-105.3,5
142040,114,-105.3,5
143297,115,-105.3,5
144554,116,-105.3,5
145811,117,-104.2,5
147068,118,-105.3,5
148325,119,-104.2,5
149582,120,-104.2,5
150839,121,-104.2,6
152096,122,-104.2,5
153353,123,-105.3,5
154610,124,-104.2,6
155867,125,-105.3,6
157124,126,-104.2,6
158381,127,-104.2,6
159638,128,-105.3,6
160895,129,-105.3,5
162152,130,-104.2,6
163409,131,-104.2,6
164666,132,-105.3,5
165923,133,-105.3,5
167180,134,-105.3,5
168437,135,-104.2,5
169694,136,-104.2,5
170951,137,-105.3,6
172208,138,-104.2,6
173465,139,-104.2,5
174722,140,-104.2,5
175979,141,-104.2,6
177236,142,-104.2,6
178493,143,-104.2,5
179750,144,-104.2,6
181007,145,-104.2,6
182264,146,-104.2,5
183521,147,-104.2,6
184778,148,-104.2,6
186035,149,-104.2,6
187292,150,-104.2,5
188549,151,-104.2,5
189806,152,-104.2,5
191063,153,-105.3,6
192320,154,-104.2,6
193577,155,-104.2,5
194834,156,-105.3,5
196091,157,-104.2,5
197348,158,-105.3,5
198605,159,-105.3,5
199862,160,-104.2,6
201119,161,-104.2,5
202376,162,-105.3,6
203633,163,-105.3,6
204890,164,-104.2,5
206147,165,-104.2,5
207404,166,-104.2,6
208661,167,-104.2,6
209918,168,-104.2,6
211175,169,-104.2,6
212432,170,-104.2,6
213689,171,-105.3,6
214946,172,-105.3,5
216203,173,-105.3,5
217460,174,-105.3,5
218717,175,-105.3,5
219974,176,-105.3,5
221231,177,-104.2,6
222488,178,-104.2,5
223745,179,-105.3,6
225002,180,-105.3,5
226259,181,-105.3,5
227516,182,-105.3,5
228773,183,-105.3,5
230030,184,-105.3,5
231287,185,-104.2,5
232544,186,-104.2,5
233801,187,-105.3,5
235058,188,-106.4,5
236315,189,-105.3,5
237572,190,-104.2,5
238829,191,-105.3,5
240086,192,-105.3,5
241343,193,-105.3,6
242600,194,-105.3,5
243857,195,-105.3,5
245114,196,-105.3,5
246371,197,-104.2,5
247628,198,-104.2,5
248885,199,-105.3,6
250142,200,-105.3,6
251399,201,-105.3,6
252656,202,-105.3,5
253913,203,-105.3,5
255170,204,-104.2,5
256427,205,-105.3,5
257684,206,-105.3,5
258941,207,-104.2,5
260198,208,-105.3,5
261455,209,-105.3,5
262712,210,-106.4,5
263969,211,-105.3,5
265226,212,-104.2,5
266483,213,-105.3,5
267740,214,-106.4,5
268997,215,-105.3,5
270254,216,-105.3,5
271511,217,-105.3,5
272767,218,-105.3,5
274024,219,-105.3,5
275281,220,-105.3,5
276538,221,-105.3,6
277796,222,-105.3,5
279052,223,-105.3,5
280309,224,-105.3,5
281566,225,-106.4,5
282823,226,-106.4,5
284080,227,-105.3,5
285337,228,-105.3,5
286595,229,-106.4,5
287852,230,-105.3,5
289108,231,-105.3,5
290365,232,-105.3,5
291622,233,-105.3,5
292879,234,-105.3,5
294136,235,-105.3,5
295393,236,-105.3,5
296650,237,-105.3,5
297907,238,-105.3,5
299164,239,-105.3,4
300421,240,-105.3,5
301678,241,-105.3,5
302935,242,-105.3,5
304192,243,-105.3,5
305449,244,-105.3,5
306706,245,-105.3,5
307963,246,-105.3,5
309220,247,-105.3,5
310477,248,-105.3,5
311734,249,-105.3,5
312991,250,-105.3,5
314248,251,-105.3,6
315505,252,-105.3,5
