TS,RxID,RSSI,SNR
0,1,-103.0,7
514,2,-103.0,7
1028,3,-101.9,7
1542,4,-103.0,7
2056,5,-101.9,7
2570,6,-103.0,7
3084,7,-101.9,7
3598,8,-103.0,7
4112,9,-101.9,7
4626,10,-101.9,7
5140,11,-101.9,7
5654,12,-101.9,7
6168,13,-104.2,7
6682,14,-103.0,7
7196,15,-104.2,7
7710,16,-101.9,5
8224,17,-103.0,7
8738,18,-103.0,7
9252,19,-103.0,7
9766,20,-103.0,7
10280,21,-101.9,7
10794,22,-103.0,7
11308,23,-103.0,7
11822,24,-101.9,7
12336,25,-101.9,7
12850,26,-103.0,7
13364,27,-103.0,7
13878,28,-101.9,7
14392,29,-103.0,7
14906,30,-103.0,7
15420,31,-103.0,7
15934,32,-103.0,7
16448,33,-104.2,7
16962,34,-104.2,7
17476,35,-104.2,7
17990,36,-104.2,7
18504,37,-103.0,7
19018,38,-103.0,7
19532,39,-101.9,7
20046,40,-103.0,8
20560,41,-101.9,7
21074,42,-103.0,7
21588,43,-103.0,7
22102,44,-104.2,8
22616,45,-103.0,7
23130,46,-103.0,7
23644,47,-103.0,7
24158,48,-104.2,7
24672,49,-103.0,7
25186,50,-103.0,7
25700,51,-101.9,7
26214,52,-103.0,7
26728,53,-104.2,7
27242,54,-101.9,7
27756,55,-103.0,6
28270,56,-104.2,7
28784,57,-103.0,6
29298,58,-103.0,6
29812,59,-101.9,7
30326,60,-104.2,7
30840,61,-103.0,7
31354,62,-101.9,6
31868,63,-103.0,7
32382,64,-103.0,7
32896,65,-104.2,6
33410,66,-103.0,7
33924,67,-103.0,7
34438,68,-103.0,7
34952,69,-101.9,7
35466,70,-103.0,7
35980,71,-103.0,7
36494,72,-103.0,7
37008,73,-103.0,7
37522,74,-103.0,6
38036,75,-104.2,7
38550,76,-101.9,7
39064,77,-103.0,7
39578,78,-104.2,7
40092,79,-104.2,7
40606,80,-103.0,7
41120,81,-103.0,7
41634,82,-103.0,7
42148,83,-103.0,7
42662,84,-103.0,7
43175,85,-103.0,7
43690,86,-101.9,7
44203,87,-101.9,7
44718,88,-103.0,7
45231,89,-103.0,7
45746,90,-101.9,7
46259,91,-101.9,7
46774,92,-103.0,7
47287,93,-101.9,7
47802,94,-103.0,7
48315,95,-101.9,8
48829,96,-101.9,7
49344,97,-103.0,7
49858,98,-104.2,7
50372,99,-103.0,7
50885,100,-103.0,7
51400,101,-101.9,7
51914,102,-103.0,7
52427,103,-103.0,7
52942,104,-101.9,7
53456,105,-103.0,7
53970,106,-101.9,7
54483,107,-101.9,7
54997,108,-103.0,8
55511,109,-103.0,8
56025,110,-103.0,7
56539,111,-103.0,7
57053,112,-103.0,7
57567,113,-101.9,8
58081,114,-103.0,7
58595,115,-101.9,7
59109,116,-101.9,7
59623,117,-103.0,7
60137,118,-101.9,7
60651,119,-101.9,7
61165,120,-101.9,7
61679,121,-103.0,7
62193,122,-103.0,7
62707,123,-103.0,7
63221,124,-101.9,7
63735,125,-103.0,7
64249,126,-103.0,7
64763,127,-103.0,7
65277,128,-103.0,7
65791,129,-103.0,7
66305,130,-103.0,7
66819,131,-103.0,7
67333,132,-103.0,7
67847,133,-104.2,7
68361,134,-101.9,7
68875,135,-101.9,7
69389,136,-103.0,7
69903,137,-101.9,7
70417,138,-101.9,7
70931,139,-103.0,7
71445,140,-101.9,7
71959,141,-101.9,7
72473,142,-103.0,7
72987,143,-103.0,7
73501,144,-101.9,7
74015,145,-103.0,7
74529,146,-103.0,7
75043,147,-101.9,5
75557,148,-101.9,7
76071,149,-103.0,7
76585,150,-101.9,7
77099,151,-103.0,7
77613,152,-103.0,7
78127,153,-103.0,7
78641,154,-103.0,7
79155,155,-103.0,7
79669,156,-104.2,7
80183,157,-101.9,7
80697,158,-103.0,7
81211,159,-103.0,7
81725,160,-101.9,7
82239,161,-103.0,7
82753,162,-103.0,7
83267,163,-103.0,7
83781,164,-103.0,7
84295,165,-101.9,7
84809,166,-103.0,7
85323,167,-103.0,7
85837,168,-101.9,7
86351,169,-104.2,7
86865,170,-103.0,7
87379,171,-101.9,7
87893,172,-103.0,7
88407,173,-103.0,7
88921,174,-103.0,7
89435,175,-103.0,7
89949,176,-103.0,7
90463,177,-101.9,7
90977,178,-101.9,7
91491,179,-101.9,7
92005,180,-103.0,7
92519,181,-104.2,7
