TS,RxID,RSSI,SNR
0,1,-106.7,7
1257,2,-106.7,7
2514,3,-106.7,7
3771,4,-106.7,7
5028,5,-106.7,7
6285,6,-106.7,7
7542,7,-106.7,7
8798,8,-105.5,7
10055,9,-106.7,7
11312,10,-107.7,7
12569,11,-106.7,7
13826,12,-106.7,7
15083,13,-106.7,7
16340,14,-107.7,7
17597,15,-106.7,7
18854,16,-106.7,7
20111,17,-106.7,7
21368,18,-106.7,7
22625,19,-105.5,7
23882,20,-105.5,8
25139,21,-106.7,7
26396,22,-106.7,8
27653,23,-105.5,8
28910,24,-105.5,8
30167,25,-106.7,7
31424,26,-106.7,8
32681,27,-105.5,7
33938,28,-105.5,7
35195,29,-107.7,7
36452,30,-107.7,7
37709,31,-106.7,7
38966,32,-106.7,7
40223,33,-107.7,7
41480,34,-106.7,7
42737,35,-106.7,7
43994,36,-106.7,7
45251,37,-106.7,7
46508,38,-106.7,7
47765,39,-106.7,7
49022,40,-106.7,7
50279,41,-106.7,7
51536,42,-106.7,7
52793,43,-106.7,7
54050,44,-106.7,7
55307,45,-105.5,7
56564,46,-106.7,7
57821,47,-106.7,7
59078,48,-106.7,7
60335,49,-106.7,7
61592,50,-106.7,7
62849,51,-106.7,7
64106,52,-106.7,7
65363,53,-106.7,7
66620,54,-106.7,7
67877,55,-105.5,7
69134,56,-106.7,7
70391,57,-106.7,7
71648,58,-106.7,7
72905,59,-106.7,6
74162,60,-106.7,7
75419,61,-106.7,7
76676,62,-106.7,7
77933,63,-106.7,7
79190,64,-106.7,7
80447,65,-106.7,7
81704,66,-106.7,7
82961,67,-106.7,7
84218,68,-106.7,7
85475,69,-106.7,7
86732,70,-106.7,7
87989,71,-107.7,7
89246,72,-106.7,7
90503,73,-106.7,7
91760,74,-106.7,7
93017,75,-106.7,7
94274,76,-107.7,7
95531,77,-106.7,7
96788,78,-105.5,7
98045,79,-106.7,7
99302,80,-107.7,7
100559,81,-106.7,7
101816,82,-105.5,7
103073,83,-106.7,7
104330,84,-106.7,7
105587,85,-106.7,7
106844,86,-106.7,7
108101,87,-106.7,7
109358,88,-106.7,7
110615,89,-106.7,7
111872,90,-106.7,7
113129,91,-107.7,7
114386,92,-107.7,7
115643,93,-106.7,7
116900,94,-106.7,7
118157,95,-107.7,7
119414,96,-107.7,7
120671,97,-106.7,7
121928,98,-106.7,7
123185,99,-107.7,7
124442,100,-107.7,7
125699,101,-106.7,7
126956,102,-106.7,7
128213,103,-107.7,6
129470,104,-106.7,7
130727,105,-106.7,7
131984,106,-107.7,6
133241,107,-106.7,7
134498,108,-106.7,7
135755,109,-106.7,6
137012,110,-106.7,7
138269,111,-106.7,7
139526,112,-106.7,7
140783,113,-106.7,7
142040,114,-107.7,7
143297,115,-106.7,7
144554,116,-106.7,7
145811,117,-106.7,7
147068,118,-106.7,7
148325,119,-106.7,7
149582,120,-106.7,7
150839,121,-106.7,7
152096,122,-106.7,7
153353,123,-106.7,7
154610,124,-106.7,7
155867,125,-106.7,6
157124,126,-106.7,7
158381,127,-106.7,7
159638,128,-106.7,7
160895,129,-106.7,7
162152,130,-106.7,7
163409,131,-106.7,7
164666,132,-106.7,7
165923,133,-106.7,6
167180,134,-106.7,7
168437,135,-106.7,7
169694,136,-106.7,7
170951,137,-106.7,7
172208,138,-106.7,7
173465,139,-106.7,7
174722,140,-106.7,7
175979,141,-106.7,7
177236,142,-106.7,7
178493,143,-106.7,7
179750,144,-106.7,7
181007,145,-106.7,7
182264,146,-106.7,7
183521,147,-106.7,7
184778,148,-106.7,7
186035,149,-106.7,7
187291,150,-106.7,7
188548,151,-106.7,7
189805,152,-106.7,7
191062,153,-106.7,7
192319,154,-106.7,7
193576,155,-106.7,7
194833,156,-105.5,7
196090,157,-106.7,7
197347,158,-106.7,7
198604,159,-106.7,7
199861,160,-106.7,7
201118,161,-106.7,7
202375,162,-106.7,7
203632,163,-106.7,7
204889,164,-106.7,7
206146,165,-106.7,7
207403,166,-106.7,7
208660,167,-106.7,7
209917,168,-106.7,7
211174,169,-105.5,6
212431,170,-106.7,7
213688,171,-106.7,7
214945,172,-106.7,7
216202,173,-105.5,7
217459,174,-106.7,7
218716,175,-107.7,6
219973,176,-107.7,7
221230,177,-106.7,7
222487,178,-106.7,7
223744,179,-107.7,7
225001,180,-106.7,7
226258,181,-106.7,7
227515,182,-106.7,7
228772,183,-107.7,7
230029,184,-107.7,7
231286,185,-106.7,7
232543,186,-106.7,7
233800,187,-107.7,7
235057,188,-106.7,7
236314,189,-106.7,7
237571,190,-106.7,7
238828,191,-106.7,7
240085,192,-107.7,7
241342,193,-106.7,7
242599,194,-106.7,7
243856,195,-106.7,7
245113,196,-107.7,7
246370,197,-106.7,7
247627,198,-106.7,7
248884,199,-106.7,7
250141,200,-107.7,7
251398,201,-107.7,7
252655,202,-107.7,7
253912,203,-106.7,7
255169,204,-106.7,7
256426,205,-107.7,7
257683,206,-106.7,7
258940,207,-106.7,7
260197,208,-106.7,7
261454,209,-107.7,7
262711,210,-107.7,7
263968,211,-106.7,7
265225,212,-106.7,7
266482,213,-107.7,7
267739,214,-107.7,7
268996,215,-106.7,7
270253,216,-106.7,7
271510,217,-107.7,7
272767,218,-107.7,7
274024,219,-106.7,7
275281,220,-106.7,7
276538,221,-107.7,7
277795,222,-107.7,7
279052,223,-106.7,7
280309,224,-106.7,7
281566,225,-107.7,7
282823,226,-107.7,7
284080,227,-106.7,7
285337,228,-106.7,7
286594,229,-107.7,7
287851,230,-107.7,7
289108,231,-106.7,7
290365,232,-107.7,7
291622,233,-106.7,7
292879,234,-106.7,7
294136,235,-106.7,6
295393,236,-106.7,7
296650,237,-106.7,6
297907,238,-106.7,7
299164,239,-106.7,6
300421,240,-107.7,6
301678,241,-107.7,7
302935,242,-107.7,6
304192,243,-107.7,6
305449,244,-107.7,6
306706,245,-106.7,6
307963,246,-106.7,7
309220,247,-107.7,6
310477,248,-107.7,6
311734,249,-106.7,7
312991,250,-106.7,7
314248,251,-106.7,7
315505,252,-106.7,7
316762,253,-106.7,7
318019,254,-106.7,7
319276,255,-106.7,7
320533,256,-106.7,7
321790,257,-106.7,7
323047,258,-106.7,7
324304,259,-107.7,7
325561,260,-106.7,7
326818,261,-106.7,7
328075,262,-106.7,7
329332,263,-106.7,7
330589,264,-106.7,7
331846,265,-106.7,6
333103,266,-106.7,7
334360,267,-106.7,7
335617,268,-106.7,7
336874,269,-106.7,7
338131,270,-106.7,7
339388,271,-106.7,7
340645,272,-106.7,7
341902,273,-106.7,7
343159,274,-106.7,7
344416,275,-106.7,7
345673,276,-106.7,7
346930,277,-106.7,7
348187,278,-107.7,7
349444,279,-106.7,7
350701,280,-106.7,7
351958,281,-106.7,7
353215,282,-106.7,7
354472,283,-106.7,7
355729,284,-106.7,7
356986,285,-106.7,7
358243,286,-106.7,7
359500,287,-106.7,7
360757,288,-106.7,7
362014,289,-106.7,7
