TS,RxID,RSSI,SNR
0,1,-102.3,13
514,2,-102.3,12
1028,3,-102.3,12
1542,4,-102.3,12
2056,5,-102.3,13
2570,6,-101.2,12
3084,7,-101.2,8
3598,8,-102.3,13
4112,9,-102.3,12
4626,10,-101.2,13
5140,11,-101.2,12
5654,12,-101.2,13
6168,13,-103.4,13
6682,14,-102.3,13
7196,15,-103.4,12
7710,16,-102.3,9
8224,17,-101.2,12
8738,18,-101.2,13
9252,19,-102.3,12
9766,20,-101.2,12
10280,21,-102.3,12
10794,22,-102.3,12
11308,23,-102.3,12
11822,24,-102.3,13
12336,25,-101.2,13
12850,26,-103.4,12
13364,27,-102.3,13
13878,28,-101.2,13
14392,29,-102.3,13
14906,30,-102.3,13
15420,31,-102.3,13
15934,32,-102.3,12
16448,33,-102.3,12
16962,34,-103.4,12
17476,35,-103.4,13
17990,36,-103.4,13
18504,37,-102.3,12
19018,38,-102.3,13
19532,39,-101.2,13
20046,40,-102.3,13
20560,41,-101.2,13
21074,42,-102.3,12
21588,43,-102.3,13
22102,44,-102.3,13
22616,45,-102.3,13
23130,46,-103.4,13
23644,47,-102.3,12
24158,48,-103.4,13
24672,49,-102.3,12
25186,50,-102.3,12
25700,51,-102.3,13
26214,52,-102.3,13
26728,53,-102.3,12
27242,54,-102.3,12
27756,55,-101.2,12
28270,56,-103.4,12
28784,57,-102.3,12
29298,58,-102.3,13
29812,59,-101.2,12
30326,60,-103.4,12
30840,61,-102.3,12
31353,62,-102.3,12
31867,63,-101.2,13
32381,64,-102.3,12
32895,65,-102.3,13
33409,66,-103.4,12
33923,67,-103.4,12
34437,68,-102.3,12
34951,69,-101.2,13
35465,70,-102.3,13
35979,71,-102.3,12
36493,72,-102.3,13
37007,73,-101.2,12
37521,74,-102.3,10
38035,75,-103.4,12
38549,76,-101.2,12
39063,77,-103.4,12
39577,78,-104.4,13
40091,79,-103.4,8
40605,80,-103.4,13
41119,81,-102.3,13
41633,82,-102.3,13
42147,83,-102.3,13
42661,84,-102.3,12
43175,85,-102.3,12
43689,86,-101.2,13
44203,87,-102.3,12
44717,88,-102.3,12
45231,89,-102.3,13
45745,90,-101.2,13
46259,91,-101.2,12
46773,92,-102.3,13
47287,93,-102.3,13
47801,94,-102.3,12
48315,95,-101.2,13
48829,96,-102.3,8
49343,97,-102.3,13
49857,98,-103.4,13
50371,99,-102.3,13
50885,100,-102.3,13
51399,101,-101.2,12
51913,102,-102.3,13
52427,103,-102.3,12
52941,104,-101.2,12
53455,105,-102.3,12
53969,106,-102.3,8
54483,107,-101.2,12
54997,108,-101.2,13
55511,109,-102.3,12
56025,110,-102.3,12
56539,111,-102.3,12
57053,112,-102.3,13
57567,113,-101.2,13
58081,114,-101.2,12
58595,115,-102.3,9
59109,116,-101.2,13
59623,117,-102.3,12
60137,118,-101.2,12
60651,119,-102.3,13
61165,120,-101.2,13
61679,121,-102.3,13
62193,122,-102.3,12
62707,123,-102.3,13
63221,124,-101.2,13
63735,125,-102.3,12
64249,126,-101.2,13
64763,127,-102.3,13
65277,128,-102.3,13
65791,129,-103.4,12
66305,130,-102.3,12
66819,131,-102.3,13
67333,132,-103.4,13
67847,133,-103.4,12
68361,134,-101.2,13
68875,135,-102.3,13
69389,136,-102.3,13
69903,137,-101.2,13
70417,138,-102.3,13
70931,139,-103.4,12
71445,140,-101.2,13
71959,141,-101.2,9
72473,142,-102.3,12
72987,143,-102.3,12
73501,144,-102.3,12
74015,145,-101.2,13
74529,146,-102.3,13
75043,147,-101.2,13
75557,148,-101.2,13
76071,149,-102.3,13
76585,150,-101.2,13
77099,151,-102.3,13
77613,152,-102.3,13
78127,153,-102.3,12
78641,154,-102.3,12
79155,155,-102.3,13
79669,156,-103.4,13
80183,157,-102.3,12
80697,158,-102.3,12
81211,159,-102.3,11
81725,160,-102.3,13
82239,161,-102.3,13
82753,162,-102.3,13
83267,163,-101.2,12
83781,164,-102.3,13
84295,165,-102.3,13
84809,166,-103.4,12
85323,167,-103.4,12
85837,168,-102.3,13
86351,169,-103.4,13
86865,170,-101.2,12
87379,171,-101.2,13
87893,172,-102.3,13
88407,173,-101.2,13
88921,174,-102.3,13
89435,175,-101.2,12
89949,176,-102.3,13
90463,177,-101.2,12
90977,178,-101.2,13
91491,179,-101.2,13
92005,180,-102.3,12
92519,181,-102.3,13
93033,182,-103.4,12
93547,183,-103.4,12
94061,184,-102.3,13
94575,185,-102.3,12
95089,186,-102.3,13
95603,187,-102.3,13
96117,188,-101.2,13
96631,189,-100.1,13
97145,190,-101.2,13
97659,191,-101.2,12
98173,192,-101.2,13
98687,193,-102.3,12
99201,194,-101.2,13
99715,195,-101.2,13
100229,196,-102.3,13
100743,197,-103.4,13
101257,198,-101.2,12
101771,199,-101.2,13
102285,200,-102.3,13
102799,201,-103.4,12
103313,202,-101.2,12
103827,203,-101.2,13
104341,204,-103.4,12
104855,205,-102.3,12
105369,206,-101.2,13
105883,207,-102.3,13
106397,208,-102.3,12
106911,209,-101.2,12
107425,210,-102.3,13
107939,211,-102.3,13
108453,212,-101.2,12
108967,213,-102.3,13
109481,214,-103.4,13
109995,215,-103.4,12
110509,216,-102.3,13
111023,217,-101.2,13
111537,218,-102.3,11
112051,219,-102.3,13
112565,220,-102.3,12
113079,221,-101.2,13
113593,222,-102.3,13
114107,223,-102.3,13
114621,224,-101.2,12
115135,225,-102.3,13
115649,226,-101.2,13
116163,227,-101.2,12
116677,228,-102.3,13
117191,229,-101.2,13
117705,230,-102.3,12
118219,231,-101.2,13
118733,232,-102.3,12
119247,233,-101.2,13
119761,234,-102.3,13
120275,235,-102.3,12
120789,236,-103.4,12
121303,237,-101.2,12
121817,238,-102.3,13
122331,239,-102.3,13
122845,240,-102.3,12
123359,241,-102.3,13
123873,242,-101.2,12
124387,243,-101.2,13
124901,244,-102.3,12
125415,245,-102.3,12
125929,246,-102.3,13
126443,247,-102.3,12
126957,248,-103.4,12
127471,249,-103.4,12
127985,250,-102.3,12
128498,251,-102.3,13
129012,252,-104.4,13
129526,253,-102.3,12
130040,254,-101.2,13
130554,255,-102.3,12
131068,256,-102.3,12
131582,257,-103.4,13
132096,258,-102.3,13
132610,259,-102.3,12
133124,260,-102.3,12
133638,261,-102.3,13
134152,262,-103.4,12
134666,263,-103.4,12
135180,264,-103.4,12
135694,265,-102.3,13
136208,266,-102.3,12
136722,267,-102.3,12
