TS,RxID,RSSI,SNR
0,1,-101.6,15
514,2,-102.7,15
1028,3,-101.6,15
1542,4,-102.7,15
2056,5,-102.7,15
2570,6,-101.6,15
3084,7,-101.6,15
3598,8,-102.7,15
4112,9,-101.6,15
4626,10,-101.6,15
5140,11,-102.7,15
5654,12,-101.6,15
6168,13,-102.7,16
6682,14,-101.6,15
7196,15,-102.7,15
7710,16,-102.7,14
8224,17,-101.6,15
8738,18,-102.7,15
9252,19,-102.7,15
9766,20,-102.7,15
10280,21,-101.6,15
10794,22,-102.7,15
11308,23,-101.6,15
11822,24,-101.6,15
12336,25,-101.6,15
12850,26,-102.7,15
13364,27,-101.6,15
13878,28,-101.6,15
14392,29,-101.6,15
14906,30,-102.7,15
15420,31,-102.7,15
15934,32,-102.7,15
16448,33,-102.7,15
16962,34,-103.8,15
17476,35,-103.8,15
17990,36,-103.8,15
18504,37,-102.7,15
19018,38,-101.6,15
19532,39,-101.6,15
20046,40,-101.6,15
20560,41,-101.6,15
21074,42,-102.7,15
21588,43,-102.7,15
22102,44,-102.7,16
22616,45,-102.7,16
23130,46,-102.7,16
23644,47,-102.7,16
24158,48,-101.6,15
24672,49,-101.6,15
25186,50,-101.6,16
25700,51,-101.6,15
26214,52,-101.6,15
26728,53,-102.7,15
27242,54,-101.6,15
27756,55,-102.7,15
28270,56,-103.8,15
28784,57,-102.7,15
29298,58,-101.6,15
29812,59,-101.6,15
30326,60,-103.8,15
30840,61,-101.6,15
31354,62,-101.6,15
31868,63,-101.6,15
32382,64,-102.7,15
32896,65,-102.7,15
33410,66,-102.7,15
33924,67,-103.8,15
34438,68,-101.6,15
34952,69,-102.7,15
35466,70,-102.7,15
35980,71,-103.8,15
36494,72,-102.7,15
37008,73,-101.6,15
37522,74,-102.7,15
38036,75,-103.8,15
38550,76,-101.6,15
39064,77,-102.7,16
39578,78,-103.8,15
40092,79,-103.8,15
40606,80,-103.8,15
41120,81,-102.7,15
41634,82,-102.7,15
42148,83,-102.7,16
42662,84,-102.7,15
43176,85,-101.6,15
43690,86,-100.5,15
44204,87,-102.7,15
44718,88,-102.7,15
45232,89,-102.7,15
45746,90,-101.6,15
46260,91,-101.6,15
46774,92,-101.6,15
47288,93,-102.7,15
47802,94,-101.6,15
48316,95,-100.5,15
48830,96,-101.6,15
49344,97,-102.7,15
49858,98,-103.8,15
50372,99,-102.7,16
50886,100,-102.7,15
51400,101,-101.6,15
51914,102,-101.6,15
52428,103,-102.7,15
52942,104,-101.6,15
53456,105,-101.6,15
53970,106,-102.7,15
54484,107,-101.6,15
54998,108,-101.6,16
55512,109,-102.7,15
56026,110,-102.7,16
56540,111,-102.7,15
57054,112,-101.6,15
57568,113,-101.6,16
58082,114,-101.6,15
58596,115,-101.6,15
59110,116,-101.6,15
59624,117,-101.6,15
60138,118,-101.6,15
60652,119,-101.6,15
61166,120,-101.6,15
61680,121,-102.7,15
62194,122,-102.7,15
62708,123,-102.7,15
63222,124,-101.6,15
63736,125,-102.7,15
64250,126,-101.6,15
64764,127,-102.7,15
65278,128,-101.6,15
65792,129,-102.7,15
66306,130,-102.7,15
66820,131,-102.7,15
67334,132,-102.7,15
67848,133,-103.8,15
68362,134,-101.6,15
68876,135,-101.6,15
69390,136,-102.7,15
69904,137,-102.7,15
70418,138,-101.6,15
70932,139,-102.7,15
71446,140,-101.6,15
71960,141,-102.7,15
72474,142,-103.8,15
72988,143,-102.7,15
73502,144,-101.6,14
74016,145,-102.7,15
74530,146,-102.7,15
75044,147,-101.6,15
75558,148,-101.6,15
76072,149,-102.7,15
76586,150,-102.7,15
77100,151,-101.6,15
77614,152,-101.6,15
78128,153,-102.7,15
78642,154,-102.7,15
79156,155,-101.6,15
79670,156,-102.7,15
80184,157,-102.7,15
80698,158,-102.7,15
81212,159,-101.6,15
81726,160,-102.7,15
82240,161,-102.7,15
82754,162,-102.7,15
83268,163,-102.7,15
83782,164,-101.6,15
84296,165,-101.6,15
84810,166,-102.7,15
85324,167,-102.7,15
85838,168,-101.6,15
86352,169,-103.8,15
86866,170,-102.7,15
87380,171,-101.6,15
87894,172,-102.7,15
88408,173,-102.7,15
88922,174,-102.7,15
89436,175,-101.6,15
89950,176,-102.7,15
90464,177,-101.6,15
90978,178,-101.6,15
91492,179,-101.6,15
92006,180,-102.7,15
92520,181,-101.6,15
93034,182,-103.8,15
93548,183,-102.7,15
94062,184,-101.6,15
94576,185,-102.7,15
95090,186,-102.7,15
95604,187,-102.7,15
96118,188,-101.6,15
96632,189,-101.6,15
97146,190,-101.6,15
97660,191,-102.7,15
98174,192,-101.6,15
98688,193,-102.7,15
99202,194,-101.6,15
99716,195,-101.6,15
100230,196,-101.6,15
100744,197,-103.8,15
101258,198,-102.7,15
101772,199,-101.6,15
102286,200,-102.7,15
102800,201,-102.7,15
103314,202,-101.6,15
103828,203,-101.6,15
104342,204,-102.7,15
104856,205,-102.7,15
105370,206,-102.7,15
105884,207,-102.7,15
106398,208,-102.7,15
106912,209,-101.6,15
107426,210,-101.6,15
107940,211,-102.7,15
108454,212,-102.7,15
108968,213,-101.6,15
109482,214,-102.7,15
109996,215,-103.8,15
110510,216,-102.7,15
111024,217,-102.7,15
111538,218,-102.7,15
112052,219,-102.7,15
112566,220,-101.6,15
113080,221,-100.5,15
113594,222,-101.6,15
114108,223,-102.7,15
114622,224,-101.6,15
115136,225,-101.6,15
115650,226,-102.7,15
116164,227,-101.6,15
116678,228,-103.8,15
117192,229,-101.6,15
117706,230,-102.7,15
118220,231,-101.6,15
118734,232,-102.7,15
119248,233,-101.6,15
119762,234,-101.6,15
120276,235,-102.7,15
120790,236,-102.7,15
121304,237,-101.6,15
121818,238,-102.7,15
122332,239,-101.6,15
122846,240,-101.6,15
123360,241,-102.7,15
123874,242,-101.6,15
124388,243,-101.6,15
124902,244,-102.7,15
125416,245,-102.7,15
125930,246,-101.6,15
126444,247,-102.7,15
126958,248,-102.7,15
127472,249,-102.7,15
127986,250,-102.7,15
128500,251,-102.7,15
129014,252,-103.8,15
129528,253,-101.6,15
130042,254,-102.7,15
130556,255,-102.7,15
131070,256,-102.7,15
131584,257,-102.7,15
132098,258,-101.6,15
132612,259,-102.7,14
133126,260,-102.7,15
133640,261,-101.6,15
134154,262,-102.7,15
134668,263,-103.8,15
135182,264,-102.7,15
135696,265,-102.7,15
136210,266,-101.6,15
136724,267,-101.6,15
137238,268,-101.6,15
137752,269,-102.7,15
138266,270,-101.6,15
138780,271,-102.7,15
139294,272,-102.7,15
139808,273,-101.6,15
140322,274,-102.7,15
140836,275,-102.7,15
141350,276,-102.7,15
141864,277,-102.7,15
142378,278,-102.7,15
142892,279,-102.7,15
143406,280,-101.6,15
143920,281,-102.7,15
144434,282,-102.7,15
144948,283,-102.7,15
145462,284,-102.7,15
145976,285,-101.6,15
146490,286,-102.7,15
147004,287,-102.7,15
147518,288,-101.6,15
148032,289,-102.7,15
148546,290,-101.6,15
149060,291,-102.7,15
149574,292,-103.8,15
150088,293,-102.7,15
150602,294,-101.6,15
151116,295,-102.7,15
151630,296,-101.6,15
152144,297,-102.7,16
152658,298,-101.6,15
153172,299,-102.7,16
153686,300,-102.7,15
